District,Municipality,Ward,Partner Organization,Funding Organisation,Sector,Activity Type,Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,District_code,GaPaN_Ward_Code
Dhading,Khaniyabash Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30007,12,30007-2
Dhading,Khaniyabash Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30007,12,30007-2
Dhading,Khaniyabash Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30007,12,30007-2
Dhading,Khaniyabash Gaunpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30007,12,30007-5
Dhading,Khaniyabash Gaunpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30007,12,30007-5
Dhading,Khaniyabash Gaunpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30007,12,30007-5
Dhading,Khaniyabash Gaunpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30007,12,30007-5
Dhading,Khaniyabash Gaunpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30007,12,30007-5
Dhading,Khaniyabash Gaunpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30007,12,30007-5
Dhading,Khaniyabash Gaunpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30007,12,30007-5
Dhading,Khaniyabash Gaunpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30007,12,30007-5
Dhading,Khaniyabash Gaunpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30007,12,30007-5
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,167,65,30008,12,30008-2
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,167,3,30008,12,30008-2
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,156,61,30008,12,30008-1
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,156,1,30008,12,30008-1
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,139,60,30008,12,30008-1
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,139,67,30008,12,30008-3
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,139,8,30008,12,30008-1
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,139,12,30008,12,30008-3
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,137,64,30008,12,30008-1
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,137,7,30008,12,30008-1
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,135,57,30008,12,30008-2
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,135,8,30008,12,30008-2
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,123,85,30008,12,30008-1
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,123,4,30008,12,30008-1
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,117,32,30008,12,30008-3
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,117,7,30008,12,30008-3
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,115,64,30008,12,30008-3
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,115,16,30008,12,30008-3
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,112,52,30008,12,30008-3
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,112,51,30008,12,30008-2
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,112,12,30008,12,30008-3
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,112,15,30008,12,30008-2
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,99,40,30008,12,30008-3
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,99,10,30008,12,30008-3
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,96,62,30008,12,30008-1
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,96,7,30008,12,30008-1
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,91,68,30008,12,30008-3
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,91,9,30008,12,30008-3
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,74,37,30008,12,30008-2
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Completed,households,74,89,30008,12,30008-2
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,72,56,30008,12,30008-2
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,72,11,30008,12,30008-2
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,71,39,30008,12,30008-1
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,71,5,30008,12,30008-1
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,40,18,30008,12,30008-1
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,40,0,30008,12,30008-1
Dhading,Netrawati Gaunpalika,4,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30008,12,30008-4
Dhading,Netrawati Gaunpalika,4,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30008,12,30008-4
Dhading,Netrawati Gaunpalika,4,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30008,12,30008-4
Dhading,Netrawati Gaunpalika,4,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30008,12,30008-4
Dhading,Netrawati Gaunpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30008,12,30008-5
Dhading,Netrawati Gaunpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30008,12,30008-5
Dhading,Netrawati Gaunpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30008,12,30008-5
Dhading,Netrawati Gaunpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30008,12,30008-5
Dhading,Netrawati Gaunpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Ongoing,constructions,1,0,30008,12,30008-5
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-2
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,2,30008,12,30008-1
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-1
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-1
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-1
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-1
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-1
Dhading,Netrawati Gaunpalika,1,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-1
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-2
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-3
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-3
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-3
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-3
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-3
Dhading,Netrawati Gaunpalika,3,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-3
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-2
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-2
Dhading,Netrawati Gaunpalika,2,NSET,USAID,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,30008,12,30008-2
Dhading,Nilakantha Nagarpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,293,102,30009,12,30009-5
Dhading,Nilakantha Nagarpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,293,69,30009,12,30009-5
Dhading,Nilakantha Nagarpalika,10,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,278,156,30009,12,30009-10
Dhading,Nilakantha Nagarpalika,10,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,278,0,30009,12,30009-10
Dhading,Nilakantha Nagarpalika,14,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,256,213,30009,12,30009-14
Dhading,Nilakantha Nagarpalika,14,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,256,27,30009,12,30009-14
Dhading,Nilakantha Nagarpalika,10,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,252,135,30009,12,30009-10
Dhading,Nilakantha Nagarpalika,10,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,252,0,30009,12,30009-10
Dhading,Nilakantha Nagarpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,251,99,30009,12,30009-5
Dhading,Nilakantha Nagarpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,251,20,30009,12,30009-5
Dhading,Nilakantha Nagarpalika,11,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,246,224,30009,12,30009-11
Dhading,Nilakantha Nagarpalika,11,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,246,31,30009,12,30009-11
Dhading,Nilakantha Nagarpalika,14,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,230,192,30009,12,30009-14
Dhading,Nilakantha Nagarpalika,14,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,230,25,30009,12,30009-14
Dhading,Nilakantha Nagarpalika,11,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,225,160,30009,12,30009-11
Dhading,Nilakantha Nagarpalika,11,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,225,0,30009,12,30009-11
Dhading,Nilakantha Nagarpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Ongoing,households,223,91,30009,12,30009-5
Dhading,Nilakantha Nagarpalika,5,NSET,USAID,Rural Housing and Community Infrastructure,Support - Helpdesk/technical support center,Ongoing,households,223,5,30009,12,30009-5
